epoch,train_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate
1,0.6559282089900045,0.5191568533579508,0.5740131578947368,0.1424223792080935,0.001
2,0.46058870731434004,0.37698029904138475,0.609375,0.16048886841880577,0.001
3,0.3524730406146991,0.3177443061556135,0.618421052631579,0.197046028884008,0.001
4,0.31419653298399597,0.30868013416017803,0.620888157894737,0.200287396940715,0.001
5,0.30162836124210296,0.3116814777964637,0.647203947368421,0.21279900654900652,0.001
6,0.2983523626543557,0.31451956431070965,0.6636513157894737,0.21494140308209617,0.001
7,0.29710507894411053,0.3151439030965169,0.6636513157894737,0.2759597462722463,0.001
8,0.2953078714003455,0.3131842187472752,0.6644736842105263,0.27498647279100225,0.001
9,0.285832389321142,0.3099336482229687,0.6710526315789473,0.27606505522551683,0.001
10,0.2883793615214647,0.3102429310480754,0.674342105263158,0.2785000674706557,0.0005
11,0.28393236689968787,0.31056313855307444,0.6735197368421053,0.27833778249824415,0.0005
12,0.291325442999312,0.310226267292386,0.6866776315789473,0.281930409058892,0.0005
13,0.2862221056589417,0.30904033354350496,0.6866776315789473,0.2831425853629801,0.0005
14,0.2795040177537014,0.3080331825074695,0.6825657894736842,0.19980925202964675,0.0005
15,0.28089533751064905,0.308956782023112,0.685032894736842,0.2206425853629801,0.0005
16,0.2851724965576215,0.3065749406814575,0.6833881578947368,0.20024861762858684,0.0005
17,0.28246184247982925,0.30739686602637883,0.6891447368421053,0.2044460705251609,0.0005
18,0.27601416789983857,0.30391243525913786,0.6957236842105263,0.20377972345268855,0.0005
19,0.27920928153791086,0.3036959625425793,0.696546052631579,0.2043738856257981,0.0005
20,0.2773218193486285,0.3047077116512117,0.6981907894736843,0.20593638562579808,0.0005
21,0.2769306119784568,0.3013709471339271,0.7023026315789473,0.21572052877664608,0.0005
22,0.27515092684998865,0.29766108308519634,0.7179276315789473,0.23372781933828443,0.0005
23,0.27183498591666855,0.2990874165580386,0.7203947368421053,0.23500568857390017,0.0005
24,0.27168271312050063,0.2959902967725481,0.71875,0.2454452490134606,0.0005
25,0.2751288122729576,0.29962747721444993,0.7228618421052632,0.2373163360846959,0.0005
26,0.2619168710168511,0.29712379404476713,0.7228618421052633,0.23649318134428765,0.0005
27,0.2646773631132922,0.2960995364756811,0.7302631578947368,0.25064256783155336,0.0005
28,0.2655866309084167,0.2863134571484157,0.75,0.2857063991414336,0.0005
29,0.25457249970015583,0.2873287768591018,0.7475328947368421,0.2646250499350844,0.0005
30,0.2593888089687693,0.29129540636425927,0.7532894736842105,0.37741066821465424,0.0005
31,0.2657911877801889,0.28969699428195045,0.7574013157894737,0.37897316821465427,0.0005
32,0.2534041429800509,0.28146824382600333,0.7574013157894737,0.3859345821661998,0.0005
33,0.2590458885944391,0.2818547969772702,0.7590460526315789,0.43660714285714286,0.0005
34,0.2545470872164544,0.28438555058978854,0.7582236842105263,0.4283088235294118,0.0005
35,0.2599531569334296,0.282272253717695,0.7541118421052632,0.38541666666666663,0.0005
36,0.2527065219231022,0.2782297333081563,0.7689144736842105,0.45245140739222517,0.0005
37,0.2448453325476847,0.28394452163151335,0.7590460526315789,0.3969829598506069,0.0005
38,0.2533565387370903,0.28792080141249154,0.772203947368421,0.4569156931065109,0.0005
39,0.2505712562201478,0.2783362113294147,0.7689144736842105,0.4027490264398442,0.0005
40,0.24456748665343597,0.27043555464063374,0.778782894736842,0.4827314265438131,0.0005
41,0.2458120190017046,0.278845550048919,0.7771381578947368,0.4824940243372447,0.0005
42,0.24992121616227728,0.2806376034305209,0.7837171052631579,0.48088502732899285,0.0005
43,0.24565163978095195,0.27373116924649193,0.7779605263157895,0.48540301816357545,0.0005
44,0.2505914256410691,0.2711257366907029,0.7738486842105263,0.44521756978653526,0.0005
45,0.24086081817697938,0.27561932234537034,0.7804276315789473,0.5253524542818849,0.0005
46,0.24058781347228486,0.2755794340655917,0.7771381578947368,0.44915398170183335,0.00025
47,0.2342051479808721,0.2712785956405458,0.772203947368421,0.4477098225233995,0.00025
48,0.23923667677012075,0.2724894129094623,0.7804276315789473,0.5294171395965702,0.00025
49,0.23190962619669614,0.2736377914746602,0.778782894736842,0.5289598225233996,0.00025
50,0.23420223516553737,0.27195541631607784,0.7771381578947368,0.5244143679779449,0.00025
