epoch,train_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate
1,0.4119044044805828,0.40604711728825416,0.6866568885149978,0.3217219199806074,0.001
2,0.39387534074937197,0.40578584563514414,0.6879844446077611,0.32361005163494216,0.001
3,0.3921557157449034,0.4090063422101818,0.6924799967475658,0.3324459851804264,0.001
4,0.39074843796918846,0.4040286265415688,0.6936707316882479,0.3354348224195114,0.001
5,0.38977653841123805,0.4084066391399462,0.695263329898471,0.3359548504187566,0.001
6,0.389125263019861,0.40185623322719854,0.6981271920703152,0.33872024123441874,0.001
7,0.38783245397784966,0.41501572055903746,0.6970005676123224,0.34191689827378396,0.001
8,0.3881840472605495,0.4068618764479955,0.6981866115420761,0.3396361516869292,0.001
9,0.3865196940675246,0.3987914989255879,0.7026071075070248,0.34637372403279854,0.001
10,0.383881672169123,0.4024383817497454,0.704789991259083,0.34867630943873296,0.001
11,0.38340720429379477,0.3997272399190354,0.7056304640504377,0.3448217486643851,0.001
12,0.38331868433093114,0.4020481834945069,0.7057352299611741,0.3464005035639887,0.001
13,0.38163545747034094,0.4106431260773036,0.7058571962453148,0.3411979307768701,0.001
14,0.380979159224119,0.4028849581060889,0.7090564656985463,0.34015784536159,0.001
15,0.379319789015549,0.40587911377214403,0.70546784233825,0.3376898182060589,0.0005
16,0.3782462057973538,0.4020777603534803,0.7084091061904143,0.3342609119475772,0.0005
17,0.3763729066776311,0.4028296377833031,0.7120352576381386,0.3385840911078025,0.0005
18,0.37461047730756414,0.4032079874924873,0.7086929123515882,0.33512272926405523,0.0005
19,0.3735167131366669,0.4073227493185975,0.7123933381390134,0.343643648341899,0.0005
