epoch,train_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate
1,0.5307616558722678,0.508487419648604,0.7923169267707083,0.6585506460285626,0.001
2,0.41916120896449666,0.46612550634326355,0.7965186074429771,0.6579238545828987,0.001
3,0.38028950705004566,0.4585064107721502,0.7971188475390155,0.6450545157842051,0.001
4,0.35987170617704445,0.46329836411909625,0.7959183673469388,0.6410411014816583,0.001
5,0.3512961834324578,0.462430477142334,0.8079231692677071,0.653803728387907,0.001
6,0.35095133981263704,0.4610453591202245,0.8103241296518608,0.6558311900902912,0.001
7,0.3515710480984925,0.4609985929546934,0.8103241296518607,0.6586279200675487,0.001
8,0.34609678869991634,0.4581607182820638,0.8151260504201681,0.6642529579614941,0.001
9,0.3445153177818122,0.4608471393585205,0.8085234093637454,0.6609970329499799,0.001
10,0.3446129731877002,0.45847049626437103,0.8085234093637454,0.6609970329499799,0.001
11,0.3403865477942318,0.4609168298316724,0.8097238895558224,0.6596570912747384,0.001
12,0.34905086810878244,0.4601313056367816,0.8091236494597839,0.6592942465722711,0.001
13,0.3405859301545027,0.4619052048885461,0.8127250900360143,0.6618876126913062,0.001
14,0.3381256226859341,0.45497733173948346,0.8097238895558223,0.6593278989662441,0.001
15,0.3382934617858402,0.4545592683734316,0.807923169267707,0.6579717028930436,0.001
16,0.3464870930062553,0.45508893330891925,0.807923169267707,0.6566100471196231,0.001
17,0.3407701939516674,0.45388943498784845,0.8019207683073228,0.6516386577806322,0.001
18,0.3417820568718662,0.4572639682076194,0.8031212484993997,0.6477224241833395,0.001
19,0.3343277723458461,0.45684180837689026,0.8097238895558223,0.656922976237621,0.001
20,0.3380867988732509,0.4575667814774947,0.8091236494597839,0.6555441584631316,0.001
21,0.3334247387213514,0.46131850733901514,0.8067226890756303,0.6584708602443226,0.001
22,0.32213800577069984,0.4636030775127989,0.8067226890756303,0.630668473843538,0.001
23,0.3162350298007789,0.46474398988665955,0.8025210084033613,0.6238695634890465,0.0005
24,0.31409704237315006,0.47067025936011114,0.8031212484993998,0.6229081873066368,0.0005
25,0.318467510401169,0.4722443204937559,0.7959183673469388,0.5708422788530029,0.0005
26,0.30822348491304874,0.4745775063832601,0.7851140456182473,0.5424867629985409,0.0005
27,0.32030087985055294,0.47859726530132873,0.7863145258103241,0.5354164391689747,0.0005
