epoch,train_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate
1,0.4674442303006666,0.37838982501907537,0.7812062256809337,0.3681847117928836,0.001
2,0.35777568234144336,0.3714378360379791,0.7901945525291829,0.43357285347948066,0.001
3,0.34516372463128864,0.36904686422417915,0.79568093385214,0.4728219004149774,0.001
4,0.3439559303496006,0.367401470287615,0.7970038910505837,0.4714500623492803,0.001
5,0.3400843386667488,0.36564563074018747,0.7950972762645914,0.4695075410778078,0.001
6,0.33784139706705607,0.3636873482638539,0.797704280155642,0.4694983654087058,0.001
7,0.3305128405999093,0.364125634856061,0.7986770428015564,0.468699631062305,0.001
8,0.3271314199170927,0.36328537623831814,0.7952918287937742,0.47486076279227507,0.001
9,0.3243898162876602,0.3645897631196712,0.7998832684824903,0.48325115609628116,0.001
10,0.32243702918508627,0.36327624922854895,0.7959922178988327,0.4611937215093602,0.001
11,0.32063199999558667,0.3633670324902581,0.7969649805447471,0.4571561330131181,0.001
12,0.31881046738937824,0.3624318852680902,0.8007003891050584,0.4820859753812641,0.001
13,0.3155977873036461,0.3618901761715886,0.7966147859922179,0.4603923752382998,0.001
14,0.31454052672769034,0.3594426672408169,0.8011673151750973,0.4814777607656913,0.001
15,0.3173609553897468,0.3615134540180818,0.7984824902723735,0.47529347146213896,0.001
16,0.3109934731556551,0.36057196232317323,0.8042023346303502,0.4692370340506521,0.001
17,0.3089778242537575,0.36606131528021846,0.8034630350194552,0.46705616603741607,0.001
18,0.3085640771763168,0.3574938201360671,0.8082101167315175,0.483345986811913,0.001
19,0.3090259099528737,0.3581014100328719,0.8032684824902723,0.4777643755037121,0.001
20,0.30050535602291134,0.36611219929949856,0.8096887159533073,0.4763980895195191,0.001
21,0.30729218671356673,0.36994643557925955,0.7988715953307393,0.45593113587162193,0.001
22,0.30928102562027254,0.3623316123207928,0.8054085603112839,0.46746683661377064,0.001
23,0.30189647661508434,0.36474861600208747,0.8050972762645914,0.4642137864477852,0.001
24,0.2975214853121416,0.36919618812950894,0.8072762645914396,0.4753558050830964,0.0005
25,0.29781824121945094,0.3671025986440407,0.8049416342412452,0.46403154236622846,0.0005
26,0.2961750314618549,0.3622217577569648,0.8047470817120622,0.4722125565426908,0.0005
27,0.2975942160308796,0.36816094456549964,0.7987548638132295,0.4652082271588762,0.0005
28,0.29370252627090815,0.36599496657374625,0.8057976653696497,0.46669930068044485,0.0005
