epoch,train_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate
1,0.6992186797147542,0.6593348582585653,0.8139255702280912,0.6662686723422473,0.001
2,0.6032149326594579,0.5914583766099178,0.8055222088835534,0.6618833090864364,0.001
3,0.521466613504928,0.5343555501013091,0.7983193277310925,0.657778186779115,0.001
4,0.45523633932791696,0.4904428612102162,0.7947178871548619,0.6565299299796548,0.001
5,0.3992555401573291,0.4672042564912276,0.794717887154862,0.6512111357953143,0.001
6,0.3750657244569304,0.4575939756451231,0.7959183673469389,0.6517767466550428,0.001
7,0.3569962850884895,0.45457546638719964,0.7995198079231692,0.652653939637499,0.001
8,0.35050342520537403,0.45427648226420086,0.8007202881152461,0.6489312911578173,0.001
9,0.346090818760712,0.45594009486111725,0.8031212484993998,0.6608983440119344,0.001
10,0.3482960166269644,0.45632499637025775,0.8031212484993998,0.6608983440119343,0.001
11,0.34011734221022943,0.4575688188726252,0.8031212484993998,0.6608983440119344,0.001
12,0.3494846441842228,0.45818276838822797,0.8043217286914766,0.6613736856637465,0.001
13,0.34481413447098924,0.4577042550751657,0.8031212484993998,0.6576303701557251,0.001
14,0.34028230685030103,0.45646383545615454,0.8043217286914766,0.6580977845683729,0.0005
15,0.35044505468682746,0.4561335029024066,0.8055222088835534,0.6584344849050732,0.0005
16,0.34316816116344034,0.4557236541401256,0.8043217286914766,0.6590000957648017,0.0005
17,0.34179936323551774,0.4554833209875858,0.8031212484993997,0.6472353898824488,0.0005
18,0.3446052746276635,0.4555155797438188,0.8043217286914766,0.6509787053904701,0.0005
