dataset,model,training_seed,split_seed,threshold,train_samples,validation_samples,test_samples,train_positive,validation_positive,test_positive,validation_roc_auc,validation_pr_auc,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_f1,validation_youden_j,validation_tn,validation_fp,validation_fn,validation_tp,test_roc_auc,test_pr_auc,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1,test_youden_j,test_tn,test_fp,test_fn,test_tp,mlp_iterations,mlp_final_loss
PC1,mlp,42,42,0.5,722,171,216,45,14,18,0.7438580527752503,0.36334270209154573,0.9239766081871345,0.6007734303912647,0.6,0.21428571428571427,0.3157894736842105,0.20154686078252948,155,2,11,3,0.7455106621773289,0.18041331023777007,0.8888888888888888,0.48484848484848486,0.0,0.0,0.0,-0.030303030303030276,192,6,18,0,50.0,0.08576320313060071
PC1,logistic_regression,43,42,0.5,722,171,216,45,14,18,0.5757506824385805,0.26313921334660906,0.9181286549707602,0.5975887170154686,0.5,0.21428571428571427,0.3,0.19517743403093712,154,3,11,3,0.6484287317620652,0.18294205947044906,0.9074074074074074,0.5202020202020202,0.25,0.05555555555555555,0.09090909090909091,0.04040404040404044,195,3,17,1,,
PC1,random_forest,43,42,0.5,722,171,216,45,14,18,0.7666060054595087,0.3606134527225383,0.9239766081871345,0.5357142857142857,1.0,0.07142857142857142,0.13333333333333333,0.0714285714285714,157,0,13,1,0.747334455667789,0.2390685958980396,0.9166666666666666,0.5505050505050505,0.5,0.1111111111111111,0.18181818181818182,0.101010101010101,196,2,16,2,,
PC1,mlp,43,42,0.5,722,171,216,45,14,18,0.7186078252957234,0.27571865087132263,0.9181286549707602,0.5975887170154686,0.5,0.21428571428571427,0.3,0.19517743403093712,154,3,11,3,0.7362514029180696,0.18579222306544604,0.8842592592592593,0.4823232323232323,0.0,0.0,0.0,-0.03535353535353536,191,7,18,0,50.0,0.09903760013568555
PC1,logistic_regression,44,42,0.5,722,171,216,45,14,18,0.5757506824385805,0.26313921334660906,0.9181286549707602,0.5975887170154686,0.5,0.21428571428571427,0.3,0.19517743403093712,154,3,11,3,0.6484287317620652,0.18294205947044906,0.9074074074074074,0.5202020202020202,0.25,0.05555555555555555,0.09090909090909091,0.04040404040404044,195,3,17,1,,
PC1,random_forest,44,42,0.5,722,171,216,45,14,18,0.7413557779799818,0.33235387884005396,0.9181286549707602,0.5325295723384895,0.5,0.07142857142857142,0.125,0.06505914467697904,156,1,13,1,0.7309203142536476,0.23564146808828998,0.9166666666666666,0.5505050505050505,0.5,0.1111111111111111,0.18181818181818182,0.101010101010101,196,2,16,2,,
PC1,mlp,44,42,0.5,722,171,216,45,14,18,0.7797998180163785,0.3331410051337529,0.9181286549707602,0.5975887170154686,0.5,0.21428571428571427,0.3,0.19517743403093712,154,3,11,3,0.7738496071829405,0.1943752328846433,0.8981481481481481,0.4898989898989899,0.0,0.0,0.0,-0.02020202020202022,194,4,18,0,50.0,0.09699215852094704
PC1,logistic_regression,45,42,0.5,722,171,216,45,14,18,0.5757506824385805,0.26313921334660906,0.9181286549707602,0.5975887170154686,0.5,0.21428571428571427,0.3,0.19517743403093712,154,3,11,3,0.6484287317620652,0.18294205947044906,0.9074074074074074,0.5202020202020202,0.25,0.05555555555555555,0.09090909090909091,0.04040404040404044,195,3,17,1,,
PC1,random_forest,45,42,0.5,722,171,216,45,14,18,0.7158780709736123,0.3299758438806776,0.9181286549707602,0.5975887170154686,0.5,0.21428571428571427,0.3,0.19517743403093712,154,3,11,3,0.7376543209876543,0.24342540411890595,0.9166666666666666,0.5505050505050505,0.5,0.1111111111111111,0.18181818181818182,0.101010101010101,196,2,16,2,,
PC1,mlp,45,42,0.5,722,171,216,45,14,18,0.7579617834394905,0.36375595958276347,0.9181286549707602,0.5975887170154686,0.5,0.21428571428571427,0.3,0.19517743403093712,154,3,11,3,0.781144781144781,0.21463212051380087,0.8981481481481481,0.5151515151515151,0.16666666666666666,0.05555555555555555,0.08333333333333333,0.030303030303030276,193,5,17,1,50.0,0.08924898268442832
PC1,logistic_regression,46,42,0.5,722,171,216,45,14,18,0.5757506824385805,0.26313921334660906,0.9181286549707602,0.5975887170154686,0.5,0.21428571428571427,0.3,0.19517743403093712,154,3,11,3,0.6484287317620652,0.18294205947044906,0.9074074074074074,0.5202020202020202,0.25,0.05555555555555555,0.09090909090909091,0.04040404040404044,195,3,17,1,,
PC1,random_forest,46,42,0.5,722,171,216,45,14,18,0.7452229299363058,0.33429292665682875,0.9181286549707602,0.565059144676979,0.5,0.14285714285714285,0.2222222222222222,0.13011828935395808,155,2,12,2,0.7411616161616161,0.24580781155046907,0.9166666666666666,0.5505050505050505,0.5,0.1111111111111111,0.18181818181818182,0.101010101010101,196,2,16,2,,
PC1,mlp,46,42,0.5,722,171,216,45,14,18,0.8102820746132848,0.3447750300085024,0.9298245614035088,0.6364877161055504,0.6666666666666666,0.2857142857142857,0.4,0.2729754322111009,155,2,10,4,0.7808641975308642,0.20455470742753337,0.8981481481481481,0.4898989898989899,0.0,0.0,0.0,-0.02020202020202022,194,4,18,0,50.0,0.09772627733162864
