epoch,train_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate
1,0.5781443145089936,0.44449944155556814,0.5962171052631579,0.211804690686189,0.001
2,0.3937042638129015,0.3253679672876994,0.5978618421052632,0.1972927807486631,0.001
3,0.3187370600245146,0.30443845760254634,0.6143092105263157,0.20568637201290949,0.001
4,0.30345562114877606,0.30668346938632784,0.634046052631579,0.20872351650808363,0.001
5,0.29255768396322007,0.3081099135535104,0.6570723684210525,0.21625508927676265,0.001
6,0.29457218429031495,0.30883532762527466,0.6611842105263157,0.21890994807661474,0.001
7,0.2886958675862902,0.30659743433906916,0.6570723684210525,0.21499032232611714,0.001
8,0.286339378135104,0.3028093065534319,0.6768092105263158,0.21797606328856328,0.001
9,0.28045504176115144,0.30511674994514104,0.6751644736842105,0.21782174230090895,0.001
10,0.2901910768164786,0.30243455512183054,0.6833881578947368,0.22069409635199105,0.001
11,0.28409295743723134,0.3057240332875933,0.6883223684210527,0.22878883213660028,0.001
12,0.28308154830654847,0.2979527030672346,0.7179276315789475,0.2398789247080151,0.001
13,0.2808562264473307,0.2995073397954305,0.7162828947368421,0.2389351590438547,0.001
14,0.28020654307696424,0.29785129853657316,0.7269736842105263,0.24476916501373022,0.001
15,0.2732004519660496,0.3016948501269023,0.7351973684210525,0.2541441650137302,0.001
16,0.2708782016459406,0.2960238598641895,0.7401315789473684,0.269000965463751,0.001
17,0.27333860740692484,0.30490670317695256,0.736842105263158,0.2554187143815,0.001
18,0.2644060834229571,0.29390051819029306,0.7483552631578948,0.28273530352589227,0.001
19,0.2578880098259565,0.30624787296567646,0.7467105263157895,0.27932621261680135,0.001
20,0.25951966599931997,0.2985824318159194,0.7450657894736842,0.2824753510600575,0.001
21,0.25742973199168456,0.30157675061907085,0.743421052631579,0.25388452821321367,0.001
22,0.25333978573288346,0.30384995965730577,0.7409539473684211,0.2643416316955179,0.001
23,0.2497732592053398,0.30423264985992793,0.7376644736842105,0.2477376216704552,0.001
24,0.24465930915187478,0.30649881277765545,0.7401315789473685,0.2505907287157287,0.0005
25,0.25430264798954466,0.301179697116216,0.7393092105263158,0.2672706582633053,0.0005
26,0.24813634489925163,0.31064419803165255,0.7360197368421053,0.24837766400266398,0.0005
27,0.2491273699647786,0.31317593512080966,0.7335526315789473,0.2682241408519357,0.0005
28,0.24313627135213525,0.29993786982127596,0.7368421052631579,0.2743594348659004,0.0005
